100,aleatorio,0.0008496000009472482,9801
100,aleatorio,0.0013230000040493906,9801
100,aleatorio,0.0007526999979745597,9801
100,crescente,0.0006370999981299974,9801
100,crescente,0.0005908000021008775,9801
100,crescente,0.0005923999997321516,9801
100,decrescente,0.0008767000035732053,9801
100,decrescente,0.0009021000005304813,9801
100,decrescente,0.0015855000019655563,9801
1000,aleatorio,0.09259039999597007,998001
1000,aleatorio,0.08497949999582488,998001
1000,aleatorio,0.11266299999988405,998001
1000,crescente,0.08485259999724803,998001
1000,crescente,0.07163700000091922,998001
1000,crescente,0.07294230000115931,998001
1000,decrescente,0.10655439999391092,998001
1000,decrescente,0.10628559999895515,998001
1000,decrescente,0.10407629999826895,998001
5000,aleatorio,2.3579564000028768,24990001
5000,aleatorio,2.4242679000017233,24990001
5000,aleatorio,2.419272999999521,24990001
5000,crescente,1.9144115000017337,24990001
5000,crescente,1.8999415999933262,24990001
5000,crescente,1.9117880999983754,24990001
5000,decrescente,2.801377499999944,24990001
5000,decrescente,2.6561928000010084,24990001
5000,decrescente,2.7913767999998527,24990001
30000,aleatorio,96.09019180000178,899940001
30000,aleatorio,94.52358359999926,899940001
30000,aleatorio,98.86866119999468,899940001
30000,crescente,70.62547739999718,899940001
30000,crescente,68.9579467999938,899940001
30000,crescente,71.63138400000025,899940001
30000,decrescente,106.82858750000014,899940001
30000,decrescente,102.8184751000008,899940001
30000,decrescente,102.44752660000086,899940001
50000,aleatorio,306.4024331000037,2499900001
50000,aleatorio,271.9830820000061,2499900001
50000,aleatorio,275.65865759999724,2499900001
50000,crescente,195.06723760000023,2499900001
50000,crescente,192.36830480000208,2499900001
50000,crescente,200.23583930000314,2499900001
50000,decrescente,274.48717049999686,2499900001
50000,decrescente,264.7218420999998,2499900001
50000,decrescente,270.25836180000624,2499900001
100000,aleatorio,1203.152690099996,9999800001
100000,aleatorio,1149.1113515999969,9999800001
100000,aleatorio,1356.474129299997,9999800001
100000,crescente,828.0332425000015,9999800001
100000,crescente,837.8265754000022,9999800001
100000,crescente,873.2323021000047,9999800001
100000,decrescente,1328.9298753999974,9999800001
100000,decrescente,1290.3044332999998,9999800001
100000,decrescente,1314.1992291999995,9999800001
150000,aleatorio,3936.5638477999964,22499700001
150000,aleatorio,2944.2719055999987,22499700001
150000,aleatorio,3214.5310826999994,22499700001
150000,crescente,1674.325886300001,22499700001
150000,crescente,1671.9925244000042,22499700001
150000,crescente,1843.6880607000057,22499700001
150000,decrescente,2534.3789433000056,22499700001
150000,decrescente,2492.08237009999,22499700001
150000,decrescente,2432.712237300002,22499700001
200000,aleatorio,4158.9040191000095,39999600001
200000,crescente,2970.9177759000013,39999600001
200000,decrescente,4219.441192600003,39999600001
