100,aleatorio,0.0000998000,1751
100,aleatorio,0.0000956000,1751
100,aleatorio,0.0001088000,1751
100,crescente,0.0000530000,2550
100,crescente,0.0000389000,2550
100,crescente,0.0000380000,2550
100,decrescente,0.0000385000,2451
100,decrescente,0.0000400000,2451
100,decrescente,0.0000392000,2451
1000,aleatorio,0.0011904000,20883
1000,aleatorio,0.0011321000,20883
1000,aleatorio,0.0010937000,20883
1000,crescente,0.0004478000,20128
1000,crescente,0.0004479000,20128
1000,crescente,0.0004544000,20128
1000,decrescente,0.0004058000,19129
1000,decrescente,0.0003964000,19129
1000,decrescente,0.0004250000,19129
5000,aleatorio,0.0071772000,116006
5000,aleatorio,0.0068712000,116006
5000,aleatorio,0.0067613000,116006
5000,crescente,0.0028475000,130160
5000,crescente,0.0029376000,130160
5000,crescente,0.0027099000,130160
5000,decrescente,0.0023468000,125161
5000,decrescente,0.0023935000,125161
5000,decrescente,0.0024016000,125161
30000,aleatorio,0.0508761000,756063
30000,aleatorio,0.0453145000,756063
30000,aleatorio,0.0495957000,756063
30000,crescente,0.0215516000,724560
30000,crescente,0.0220541000,724560
30000,crescente,0.0211589000,724560
30000,decrescente,0.0193456000,694561
30000,decrescente,0.0187929000,694561
30000,decrescente,0.0189949000,694561
50000,aleatorio,0.0836947000,1329832
50000,aleatorio,0.0858712000,1329832
50000,aleatorio,0.0829667000,1329832
50000,crescente,0.0362823000,1695776
50000,crescente,0.0344912000,1695776
50000,crescente,0.0347314000,1695776
50000,decrescente,0.0328565000,1645777
50000,decrescente,0.0332692000,1645777
50000,decrescente,0.0346692000,1645777
100000,aleatorio,0.1797873000,2642489
100000,aleatorio,0.1757140000,2642489
100000,aleatorio,0.1740225000,2642489
100000,crescente,0.0781042000,3491552
100000,crescente,0.0747385000,3491552
100000,crescente,0.0785595000,3491552
100000,decrescente,0.0703058000,3391553
100000,decrescente,0.0712240000,3391553
100000,decrescente,0.0693842000,3391553
150000,aleatorio,0.2814718000,4250524
150000,aleatorio,0.2871484000,4250524
150000,aleatorio,0.2936312000,4250524
150000,crescente,0.1219082000,4472064
150000,crescente,0.1208362000,4472064
150000,crescente,0.1230981000,4472064
150000,decrescente,0.1147716000,4322065
150000,decrescente,0.1130573000,4322065
150000,decrescente,0.1153435000,4322065
200000,aleatorio,0.4121163000,5482787
200000,aleatorio,0.4041179000,5482787
200000,aleatorio,0.3805149000,5482787
200000,crescente,0.1661157000,7183104
200000,crescente,0.1610376000,7183104
200000,crescente,0.1677403000,7183104
200000,decrescente,0.1489950000,6983105
200000,decrescente,0.1537518000,6983105
200000,decrescente,0.1499390000,6983105
