100,aleatorio,0.00014099999998506973,786
100,aleatorio,0.00012139999989813077,786
100,aleatorio,0.00012110000034226687,786
100,crescente,7.499999992433004e-05,480
100,crescente,7.859999959691777e-05,480
100,crescente,7.699999969190685e-05,480
100,decrescente,8.449999995718827e-05,480
100,decrescente,9.580000005371403e-05,480
100,decrescente,8.369999977730913e-05,480
1000,aleatorio,0.001186199999665405,10489
1000,aleatorio,0.001209500000186381,10489
1000,aleatorio,0.0012066000003869704,10489
1000,crescente,0.0007024000001365494,7987
1000,crescente,0.0006792999997742299,7987
1000,crescente,0.0007005000002209272,7987
1000,decrescente,0.0008244000000559026,7987
1000,decrescente,0.0007700999999542546,7987
1000,decrescente,0.0008094999998320418,7987
5000,aleatorio,0.007013200000073994,73278
5000,aleatorio,0.007063000000016473,73278
5000,aleatorio,0.007074100000409089,73278
5000,crescente,0.00437679999959073,51822
5000,crescente,0.004199199999675329,51822
5000,crescente,0.004144999999880383,51822
5000,decrescente,0.004622500000095897,51822
5000,decrescente,0.004601000000093336,51822
5000,decrescente,0.004510600000230625,51822
30000,aleatorio,0.052163699999709934,537487
30000,aleatorio,0.052787699999953475,537487
30000,aleatorio,0.05236980000017866,537487
30000,crescente,0.034660299999814015,387248
30000,crescente,0.028527500000109285,387248
30000,crescente,0.02876090000017939,387248
30000,decrescente,0.031503000000157044,387248
30000,decrescente,0.031249099999968166,387248
30000,decrescente,0.031247000000348635,387248
50000,aleatorio,0.09491810000008627,917263
50000,aleatorio,0.10558450000007724,917263
50000,aleatorio,0.09482570000000123,917263
50000,crescente,0.05257320000009713,684481
50000,crescente,0.05242960000032326,684481
50000,crescente,0.054598600000190345,684481
50000,decrescente,0.056990699999914796,684481
50000,decrescente,0.0580006999998659,684481
50000,decrescente,0.05691449999994802,684481
100000,aleatorio,0.19959800000015093,1960308
100000,aleatorio,0.19481820000009975,1960308
100000,aleatorio,0.20935030000009647,1960308
100000,crescente,0.11399409999967247,1468946
100000,crescente,0.11154799999985698,1468946
100000,crescente,0.11321670000006634,1468946
100000,decrescente,0.12323130000004312,1468946
100000,decrescente,0.11984280000024228,1468946
100000,decrescente,0.12081399999988207,1468946
150000,aleatorio,0.30743329999995694,3250607
150000,aleatorio,0.305483600000116,3250607
150000,aleatorio,0.30513840000003256,3250607
150000,crescente,0.164723899999899,2287875
150000,crescente,0.16547859999991488,2287875
150000,crescente,0.16395420000026206,2287875
150000,decrescente,0.18044909999980518,2287875
150000,decrescente,0.1793493000000126,2287875
150000,decrescente,0.17768089999981385,2287875
200000,aleatorio,0.4223325999996632,4206628
200000,aleatorio,0.42346580000003087,4206628
200000,aleatorio,0.41449150000016743,4206628
200000,crescente,0.23009369999999763,3137875
200000,crescente,0.23070599999982733,3137875
200000,crescente,0.23296530000015991,3137875
200000,decrescente,0.24850149999974747,3137875
200000,decrescente,0.2512333000004219,3137875
200000,decrescente,0.2680085999995754,3137875
